,nonReportChem,Community,Facility,primary_naics,industry,num_reporting
3,TETRACHLOROETHYLENE,0,CHEMTRADE SOLUTIONS - SYRACUSE,325180,Other Basic Inorganic Chemical Manufacturing ,1
4,TETRACHLOROETHYLENE,0,SAINT GOBAIN CORP ADVA NCED CERAMICS,325180,Other Basic Inorganic Chemical Manufacturing ,1
5,TETRACHLOROETHYLENE,0,OLIN CORP,325180,Other Basic Inorganic Chemical Manufacturing ,1
6,TETRACHLOROETHYLENE,0,EVONIK INDUSTRIES,325180,Other Basic Inorganic Chemical Manufacturing ,1
7,TETRACHLOROETHYLENE,0,THATCHER CO OF NEW YORK,325180,Other Basic Inorganic Chemical Manufacturing ,1
8,TETRACHLOROETHYLENE,0,VANCHLOR CO INC,325180,Other Basic Inorganic Chemical Manufacturing ,1
0,TOLUENE,0,HADCO (SANMINA) CORP - OWEGO DIV,334412,Bare Printed Circuit Board Manufacturing  ,1
0,TRICHLOROETHYLENE,0,"ASTRO ELECTROPLATING,INC",332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
1,TRICHLOROETHYLENE,0,PRECIOUS PLATE INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
2,TRICHLOROETHYLENE,0,GENERAL SUPER PLATING CO,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
3,TRICHLOROETHYLENE,0,TRIPLE CITIES METAL FINISHING CORP,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
4,TRICHLOROETHYLENE,0,JAMESTOWN ELECTRO PLATING WORKS INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
5,TRICHLOROETHYLENE,0,HARTCHROM INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
0,VANADIUM COMPOUNDS,0,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,221112,Fossil Fuel Electric Power Generation ,2
1,VANADIUM COMPOUNDS,0,SYRACUSE ENERGY CORP,221112,Fossil Fuel Electric Power Generation ,2
2,VANADIUM COMPOUNDS,0,HUNTLEY GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,2
3,VANADIUM COMPOUNDS,0,DUNKIRK STEAM STATION,221112,Fossil Fuel Electric Power Generation ,2
4,VANADIUM COMPOUNDS,0,CAITHNESS LONG ISLAND ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,2
5,VANADIUM COMPOUNDS,0,INDECK-CORINTH ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,2
6,VANADIUM COMPOUNDS,0,INDECK-OLEAN ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,2
7,VANADIUM COMPOUNDS,0,PSEG POWER NY LLC BETHLEHEM ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,2
8,VANADIUM COMPOUNDS,0,BROOKLYN NAVY YARD COGENERATION FACILITY,221112,Fossil Fuel Electric Power Generation ,2
9,VANADIUM COMPOUNDS,0,GLENWOOD LANDING ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,2
10,VANADIUM COMPOUNDS,0,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,221112,Fossil Fuel Electric Power Generation ,2
0,VINYL ACETATE,0,PPG INDUSTRIES INC,325510,Paint and Coating Manufacturing,1
1,VINYL ACETATE,0,KEMPER SYSTEM AMERICA INC,325510,Paint and Coating Manufacturing,1
0,ZINC COMPOUNDS,0,FINCH PAPER  LLC,322121,Paper (except Newsprint) Mills ,1
1,ZINC COMPOUNDS,0,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,221112,Fossil Fuel Electric Power Generation ,1
2,ZINC COMPOUNDS,0,CAYUGA OPERATING CO LLC,221112,Fossil Fuel Electric Power Generation ,1
3,ZINC COMPOUNDS,0,SYRACUSE ENERGY CORP,221112,Fossil Fuel Electric Power Generation ,1
4,ZINC COMPOUNDS,0,HUNTLEY GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
5,ZINC COMPOUNDS,0,DUNKIRK STEAM STATION,221112,Fossil Fuel Electric Power Generation ,1
6,ZINC COMPOUNDS,0,EVANS CHEMETICS LP,325199,All Other Basic Organic Chemical Manufacturing ,1
7,ZINC COMPOUNDS,0,REPUBLIC STEEL -  LACKAWANNA,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
8,ZINC COMPOUNDS,0,O W HUBBELL & SONS GALVANI ZING,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",1
9,ZINC COMPOUNDS,0,CAITHNESS LONG ISLAND ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
10,ZINC COMPOUNDS,0,INDECK-CORINTH ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
11,ZINC COMPOUNDS,0,INDECK-OLEAN ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
12,ZINC COMPOUNDS,0,PSEG POWER NY LLC BETHLEHEM ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
13,ZINC COMPOUNDS,0,BROOKLYN NAVY YARD COGENERATION FACILITY,221112,Fossil Fuel Electric Power Generation ,1
14,ZINC COMPOUNDS,0,GLENWOOD LANDING ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
15,ZINC COMPOUNDS,0,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,221112,Fossil Fuel Electric Power Generation ,1
16,ZINC COMPOUNDS,0,KNOWLTON TECHNOLOGIES LLC,322121,Paper (except Newsprint) Mills ,1
17,ZINC COMPOUNDS,0,ISLECHEM LLC,325199,All Other Basic Organic Chemical Manufacturing ,1
18,ZINC COMPOUNDS,0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,1
19,ZINC COMPOUNDS,0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,1
20,ZINC COMPOUNDS,0,GOODYEAR TIRE & RUBBER CO,325199,All Other Basic Organic Chemical Manufacturing ,1
21,ZINC COMPOUNDS,0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,1
0,"1,2,4-TRIMETHYLBENZENE",1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,18
1,"1,2,4-TRIMETHYLBENZENE",1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,18
2,"1,2,4-TRIMETHYLBENZENE",1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,18
3,"1,2,4-TRIMETHYLBENZENE",1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,18
4,"1,2,4-TRIMETHYLBENZENE",1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,18
5,"1,2,4-TRIMETHYLBENZENE",1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,18
7,"1,2,4-TRIMETHYLBENZENE",1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,18
8,"1,2,4-TRIMETHYLBENZENE",1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,18
6,"1,2,4-TRIMETHYLBENZENE",1,CCI ROSETON LLC,221112,Fossil Fuel Electric Power Generation ,3
0,"2,4-DIMETHYLPHENOL",1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,"2,4-DIMETHYLPHENOL",1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,"2,4-DIMETHYLPHENOL",1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,"2,4-DIMETHYLPHENOL",1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,ACROLEIN,1,SUNOCO FULTON ETHANOL PLANT,325193,Ethyl Alcohol Manufacturing ,1
0,ALLYL CHLORIDE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
1,ALLYL CHLORIDE,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,ALLYL CHLORIDE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,ALLYL CHLORIDE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,AMMONIA,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
1,AMMONIA,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,AMMONIA,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,AMMONIA,1,FRIESLAND CAMPINA,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",1
4,AMMONIA,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,ANTIMONY,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,ANTIMONY,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,ANTIMONY,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,ANTIMONY,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,ANTIMONY COMPOUNDS,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,ANTIMONY COMPOUNDS,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,ANTIMONY COMPOUNDS,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,ANTIMONY COMPOUNDS,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,BENZENE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,22
1,BENZENE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,22
2,BENZENE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,22
7,BENZENE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,22
8,BENZENE,1,CCI ROSETON LLC,221112,Fossil Fuel Electric Power Generation ,3
3,BENZENE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,2
4,BENZENE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,2
9,BENZENE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,2
5,BENZENE,1,AVERY DENNISON INFORMATION & BRAND MANAGEMENT DIV,313320,Fabric Coating Mills,1
6,BENZENE,1,ADCHEM CORP,322220,Paper Bag and Coated and Treated Paper Manufacturing,1
10,BENZENE,1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,BENZOYL CHLORIDE,1,VANDEMARK CHEMICAL INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,BENZOYL PEROXIDE,1,VANDEMARK CHEMICAL INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,CARBON DISULFIDE,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,CARBON DISULFIDE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
2,CARBON DISULFIDE,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
3,CARBON DISULFIDE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
0,CERTAIN GLYCOL ETHERS,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,CERTAIN GLYCOL ETHERS,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
2,CERTAIN GLYCOL ETHERS,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,CERTAIN GLYCOL ETHERS,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,CHLORINE,1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,CHLOROBENZENE,1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,CHLOROMETHANE,1,AMRI RENSSELAER INC,325412,Pharmaceutical Preparation Manufacturing ,2
1,CHLOROMETHANE,1,UNIVAR USA INC - TONAWANDA NY,424690,Other Chemical and Allied Products Merchant Wholesalers ,1
2,CHLOROMETHANE,1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,COPPER,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,COPPER,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,COPPER,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,COPPER,1,AVERY DENNISON INFORMATION & BRAND MANAGEMENT DIV,313320,Fabric Coating Mills,1
4,COPPER,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,COPPER COMPOUNDS,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,COPPER COMPOUNDS,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,COPPER COMPOUNDS,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,COPPER COMPOUNDS,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,CUMENE,1,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
1,CUMENE,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,6
2,CUMENE,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
3,CUMENE,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
4,CUMENE,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,6
5,CUMENE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,6
6,CUMENE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,6
7,CUMENE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,6
9,CUMENE,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,6
10,CUMENE,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
11,CUMENE,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
12,CUMENE,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
13,CUMENE,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
14,CUMENE,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,6
15,CUMENE,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
16,CUMENE,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
17,CUMENE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,6
18,CUMENE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,6
19,CUMENE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,6
20,CUMENE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,6
8,CUMENE,1,VANDEMARK CHEMICAL INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,CUMENE HYDROPEROXIDE,1,VANDEMARK CHEMICAL INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,CYCLOHEXANE,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,6
1,CYCLOHEXANE,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
2,CYCLOHEXANE,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,6
3,CYCLOHEXANE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,6
4,CYCLOHEXANE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,6
5,CYCLOHEXANE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,6
6,CYCLOHEXANE,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
7,CYCLOHEXANE,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
8,CYCLOHEXANE,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
9,CYCLOHEXANE,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
10,CYCLOHEXANE,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
11,CYCLOHEXANE,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
12,CYCLOHEXANE,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
13,CYCLOHEXANE,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,6
14,CYCLOHEXANE,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
15,CYCLOHEXANE,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,6
16,CYCLOHEXANE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,6
17,CYCLOHEXANE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,6
18,CYCLOHEXANE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,6
19,CYCLOHEXANE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,6
0,DICHLOROMETHANE,1,AMRI RENSSELAER INC,325412,Pharmaceutical Preparation Manufacturing ,2
1,DICHLOROMETHANE,1,UNIVAR USA INC - TONAWANDA NY,424690,Other Chemical and Allied Products Merchant Wholesalers ,1
2,DICHLOROMETHANE,1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,DIISOCYANATES,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,2
1,DIISOCYANATES,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,2
2,DIISOCYANATES,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,2
3,DIISOCYANATES,1,THE SOUNDCOAT CO  INC,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,2
0,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,GOWANUS GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
1,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,NARROWS GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
2,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,RICHARD M FLYNN POWER PLANT,221112,Fossil Fuel Electric Power Generation ,1
0,ETHYLBENZENE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,22
1,ETHYLBENZENE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,22
2,ETHYLBENZENE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,22
7,ETHYLBENZENE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,22
8,ETHYLBENZENE,1,CCI ROSETON LLC,221112,Fossil Fuel Electric Power Generation ,3
3,ETHYLBENZENE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,2
4,ETHYLBENZENE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,2
9,ETHYLBENZENE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,2
5,ETHYLBENZENE,1,AVERY DENNISON INFORMATION & BRAND MANAGEMENT DIV,313320,Fabric Coating Mills,1
6,ETHYLBENZENE,1,ADCHEM CORP,322220,Paper Bag and Coated and Treated Paper Manufacturing,1
0,ETHYLENE,1,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
1,ETHYLENE,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,1
2,ETHYLENE,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
3,ETHYLENE,1,GRIFFITH ENERGY - BIG FLATS,424710,Petroleum Bulk Stations and Terminals ,1
4,ETHYLENE,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
5,ETHYLENE,1,GRIFFITH ENERGY - ROCHESTER TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
6,ETHYLENE,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
7,ETHYLENE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,1
8,ETHYLENE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,1
9,ETHYLENE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,1
10,ETHYLENE,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
11,ETHYLENE,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
12,ETHYLENE,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
13,ETHYLENE,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
14,ETHYLENE,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
15,ETHYLENE,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
16,ETHYLENE,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
17,ETHYLENE,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
18,ETHYLENE,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,1
19,ETHYLENE,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
20,ETHYLENE,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
21,ETHYLENE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,1
22,ETHYLENE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,1
23,ETHYLENE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,1
24,ETHYLENE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,1
0,ETHYLENE GLYCOL,1,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
1,ETHYLENE GLYCOL,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,1
2,ETHYLENE GLYCOL,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
3,ETHYLENE GLYCOL,1,GRIFFITH ENERGY - BIG FLATS,424710,Petroleum Bulk Stations and Terminals ,1
4,ETHYLENE GLYCOL,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
5,ETHYLENE GLYCOL,1,GRIFFITH ENERGY - ROCHESTER TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
6,ETHYLENE GLYCOL,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
7,ETHYLENE GLYCOL,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,1
8,ETHYLENE GLYCOL,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,1
9,ETHYLENE GLYCOL,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,1
10,ETHYLENE GLYCOL,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
11,ETHYLENE GLYCOL,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
12,ETHYLENE GLYCOL,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
13,ETHYLENE GLYCOL,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
14,ETHYLENE GLYCOL,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
15,ETHYLENE GLYCOL,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
16,ETHYLENE GLYCOL,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
17,ETHYLENE GLYCOL,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
18,ETHYLENE GLYCOL,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,1
19,ETHYLENE GLYCOL,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
20,ETHYLENE GLYCOL,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
21,ETHYLENE GLYCOL,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,1
22,ETHYLENE GLYCOL,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,1
23,ETHYLENE GLYCOL,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,1
24,ETHYLENE GLYCOL,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,1
0,FORMALDEHYDE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,2
1,FORMALDEHYDE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,2
2,FORMALDEHYDE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,2
0,HYDROGEN SULFIDE,1,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
1,HYDROGEN SULFIDE,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
2,HYDROGEN SULFIDE,1,GRIFFITH ENERGY - BIG FLATS,424710,Petroleum Bulk Stations and Terminals ,1
3,HYDROGEN SULFIDE,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
4,HYDROGEN SULFIDE,1,GRIFFITH ENERGY - ROCHESTER TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
5,HYDROGEN SULFIDE,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
